interaction_id,date,month_bucket,icp,pain_area,duration_min,score
063aaeca-ce7e-46d5-be34-55d940c1f738,2026-03-11,2026-03,Large Family,Budget,35,-0.99
d400873e-c59f-403a-8e70-d33d2f1628ae,2026-03-17,2026-03,Low Income,Economy,5,0.23
868cf763-bef1-4f45-a729-75597b9a92ed,2026-03-13,2026-03,Business,Availability,38,-0.79
3e1d3146-c0c2-4866-9621-c148f457245a,2026-03-01,2026-03,Family,Financing,27,0.01
df89ece3-f991-4339-aa0e-c8fb02db9b0e,2026-03-04,2026-03,Student,Economy,12,-0.55
c1e712bf-849c-4e3c-ade0-d212090b75be,2026-03-13,2026-03,Low Income,Economy,38,-0.27
a344089c-676f-4ab4-997a-919332b8c968,2026-03-05,2026-03,Couple,Budget,9,0.65
e4408a4d-5c7e-459f-9224-42d9f82b9c5a,2026-03-03,2026-03,Business,Right Vehicle,27,0.07
dd4bd842-de5f-4234-9abf-38a2da6d7d9c,2026-03-05,2026-03,Family,Economy,19,-0.71
ae9062eb-47b2-4871-9a85-89f907d31a14,2026-03-14,2026-03,Business,Right Vehicle,17,0.38
7e4b6388-4de5-4913-b960-6b6844fa95b4,2026-03-25,2026-03,Student,Economy,36,0.75
21d07861-2e65-4d77-91ad-82b652cfa777,2026-03-05,2026-03,Family,Budget,31,-0.37
e3625712-2fbc-42f9-9bee-deac8b1bb5d0,2026-03-20,2026-03,Large Family,Availability,15,-0.25
7de67087-eb63-4066-bda0-53c91f5da704,2026-03-30,2026-03,Family,Financing,36,-0.89
b9ecc628-b929-42cc-b47f-a3fb83713d70,2026-03-13,2026-03,Large Family,Budget,38,-0.16
0c1036a6-2457-42cf-8f24-40c01476ce80,2026-03-14,2026-03,Family,Economy,8,0.2
544b3cfe-1791-4359-b10e-a08940cd94b1,2026-03-05,2026-03,Student,Budget,35,0.91
48719921-76fa-48fc-9f9a-765c07883986,2026-03-17,2026-03,Large Family,Financing,13,-0.85
7ac69e0a-0fe8-4439-9bc5-49f005bd6504,2026-03-28,2026-03,Student,Economy,22,-0.22
9359b756-5ae7-4a4b-acd1-762106d4c9d4,2026-03-16,2026-03,Couple,Availability,14,-0.88
12b6285b-f10e-440d-ad10-c60cd7a94f05,2026-03-17,2026-03,Low Income,Right Vehicle,38,0.91
56f8c8bb-705c-4f4a-823e-be91bf5ba2b7,2026-03-29,2026-03,Family,Right Vehicle,24,-0.06
4f1292ce-c1f0-4b16-b97c-fb1c02697fc2,2026-03-07,2026-03,Couple,Budget,11,-0.0
b97ee699-c95c-4058-9173-21c78dd61dcc,2026-03-06,2026-03,Couple,Financing,28,-0.69
0c677eb8-5db9-43dc-8e54-397a1c45fa21,2026-03-31,2026-03,Large Family,Budget,3,0.6
dfb30694-acfa-4b09-a4d5-58eba8fe7c3b,2026-03-09,2026-03,Couple,Right Vehicle,17,-0.1
799b60ea-63f3-4768-a68c-4d1a469d2381,2026-03-19,2026-03,Student,Financing,28,-0.38
a171f969-f8aa-4547-a691-caa1fc5cb5fd,2026-03-23,2026-03,Large Family,Budget,23,-0.94
bcd3478d-f632-4de5-9de2-c112f2d6a835,2026-03-29,2026-03,Low Income,Financing,7,0.49
6f2a2d2b-a663-45f5-a45f-083057a4e6ec,2026-03-13,2026-03,Couple,Economy,25,-0.05
d0f864a8-7de4-475a-9be1-6e5c19f094dd,2026-03-18,2026-03,Low Income,Budget,28,-0.23
3e93c6cb-dcca-4601-a77d-ec4879468145,2026-03-07,2026-03,Low Income,Budget,32,-0.88
c32cc9d9-227e-4146-b0a5-15c514487ddf,2026-03-23,2026-03,Low Income,Economy,3,-0.92
d592d368-0364-465c-9264-fa386e3d7699,2026-03-12,2026-03,Family,Budget,16,-0.91
91be3a12-fa32-44d1-b347-efc567aa3803,2026-03-08,2026-03,Family,Economy,19,-0.08
553b0d6f-4d5d-4135-81ba-ae4b9469bef6,2026-03-05,2026-03,Family,Financing,17,-0.88
85b9300f-cd24-4209-b339-17ffd60b533e,2026-03-20,2026-03,Family,Financing,35,-0.83
4d75f04c-19c3-4e28-b4c0-c1add4296bd7,2026-03-30,2026-03,Large Family,Budget,5,0.61
0250332b-165c-4c61-8fd4-bc405d4d555d,2026-03-12,2026-03,Couple,Availability,12,-0.1
a32de9f3-c41f-40fa-a127-38dc80ec3825,2026-03-17,2026-03,Business,Economy,31,-0.74
0edd1e04-e631-40cc-82e1-92ed240f1617,2026-03-09,2026-03,Low Income,Availability,5,-0.01
797cf4aa-4af3-42c2-986c-1929817a7271,2026-03-02,2026-03,Low Income,Budget,18,0.35
27a155cd-b2ef-4364-9dee-fab79616fed9,2026-03-14,2026-03,Family,Financing,10,0.59
a22df1a2-067b-4784-b6c5-20dd7f6b9c7d,2026-03-03,2026-03,Family,Budget,12,0.72
e683722e-a97b-48bb-a58e-51209a7b42ff,2026-03-15,2026-03,Family,Financing,15,0.26
80bc6d52-f350-4858-971c-3950682233f6,2026-03-05,2026-03,Family,Availability,27,0.1
3465a0bf-8974-463c-8ba5-80ed800c1c4a,2026-03-15,2026-03,Student,Right Vehicle,32,0.9
55faa3f7-708d-40c1-9cb2-81b83abcbda0,2026-03-04,2026-03,Large Family,Availability,16,0.56
1e738cc2-b0b1-450a-9ac9-83ac475ac2c7,2026-03-25,2026-03,Couple,Economy,30,-0.63
f71dacfa-a15c-42f2-a8a9-ac4c999b95ff,2026-03-25,2026-03,Business,Financing,16,-0.17
80496213-b20e-45c6-bd34-0ffd5bc535bb,2026-03-19,2026-03,Low Income,Availability,39,0.94
fff4cd1d-4af3-4d6b-9c37-8e723fc9afa1,2026-03-29,2026-03,Student,Right Vehicle,3,0.14
44c24e8e-cebf-463d-a14b-119e439f2cbd,2026-03-14,2026-03,Couple,Budget,8,0.66
b22bc640-950a-4102-9b85-d522ca84a31e,2026-03-01,2026-03,Low Income,Availability,21,0.71
f318ded3-5eb7-49e9-910e-4bb2c9ba71bb,2026-03-04,2026-03,Low Income,Right Vehicle,12,-0.74
8d784386-6738-440a-9d99-8206568c279c,2026-03-12,2026-03,Couple,Economy,9,-0.01
a4c59251-21b3-4bc8-921b-32e96dc73a33,2026-03-06,2026-03,Business,Economy,18,-0.01
04d9bd73-0107-4f0a-8def-705780b852f4,2026-03-01,2026-03,Business,Financing,32,-0.75
55e8e090-1331-4f69-8238-80095f0275aa,2026-03-28,2026-03,Student,Right Vehicle,15,0.24
923d4815-d8b4-42e2-891a-ae2dec0dc5be,2026-03-30,2026-03,Family,Economy,39,0.11
eb80d44c-97c1-489e-9f2c-67b6074a8e47,2026-03-25,2026-03,Business,Availability,35,-0.34
c6a08f25-d5c4-4e73-9d0f-24cb31dbd422,2026-03-02,2026-03,Student,Economy,22,-0.38
c875531d-40ef-4a1d-955e-7f88a57bb396,2026-03-13,2026-03,Couple,Financing,39,0.59
dbafa9a7-d482-4cc3-b7f5-c52b60c15547,2026-03-31,2026-03,Couple,Economy,3,-0.98
e2c74d1a-723a-475f-80df-93a422eed906,2026-03-06,2026-03,Large Family,Availability,19,-0.07
674b183b-e6ec-4b3a-8c3e-4022f3a790d6,2026-03-29,2026-03,Business,Economy,34,-0.22
3376af7a-8566-4a90-8fb7-838fb70dfaa8,2026-03-15,2026-03,Student,Right Vehicle,25,-0.64
b92f5417-2470-4a52-93f6-469d9120ded2,2026-03-10,2026-03,Business,Economy,17,-0.1
88968543-88f6-41e9-9f0a-c9e07a52647c,2026-03-24,2026-03,Low Income,Economy,4,-0.77
e32bdf0e-cbd2-44e2-998e-50af47061a87,2026-03-15,2026-03,Student,Economy,14,-0.36
2c0dccf5-d310-42f9-a5dc-81139d11814d,2026-03-07,2026-03,Student,Availability,25,0.24
985188f7-2755-431c-86c3-2977f40574dc,2026-03-21,2026-03,Student,Budget,16,0.82
90dba3c4-a018-47ed-af26-9ef5fdfa0af3,2026-03-14,2026-03,Low Income,Economy,15,0.03
ead5f133-306c-4576-a82e-813c1c8886e7,2026-03-04,2026-03,Student,Financing,38,-0.51
f90828f9-1c82-4a18-874c-dd11a91e66f9,2026-03-22,2026-03,Student,Right Vehicle,39,0.2
2691058f-0bd7-4212-b2e2-fc897ff083da,2026-03-04,2026-03,Family,Economy,5,-0.81
3f985c6f-3ddf-4157-90ee-8491af964413,2026-03-27,2026-03,Business,Economy,39,0.93
635b8902-0f54-4286-bedb-a3a1aa4589d8,2026-03-20,2026-03,Student,Economy,17,0.3
f2575f81-bb6b-459d-a772-556d2e4b8176,2026-03-12,2026-03,Low Income,Financing,30,-0.2
42a696f2-7f99-4492-be0f-639b9604e88d,2026-03-28,2026-03,Family,Economy,14,-0.49
c78645f3-f23b-417d-8606-61756f800587,2026-03-14,2026-03,Low Income,Availability,12,-0.99
34d7794a-0a51-4ee8-bdca-a2a4b5147388,2026-03-30,2026-03,Low Income,Financing,6,0.94
5053e4e5-db92-49ce-8c50-2922b73b7600,2026-03-04,2026-03,Low Income,Budget,13,0.47
0dca2285-6e05-4add-97de-2c980abbc8b1,2026-03-05,2026-03,Low Income,Economy,27,-0.5
8ad39b15-7a97-408b-bb68-efd7ee770795,2026-03-27,2026-03,Student,Financing,21,0.57
1be08c0b-4853-485d-bc7a-50033ad50b33,2026-03-03,2026-03,Student,Financing,36,-0.03
ed2bfa06-48f8-4474-9a02-4a7df59b8cff,2026-03-12,2026-03,Student,Economy,15,-0.53
d7829b70-f5d5-4744-80a9-fb7131bbc63e,2026-03-15,2026-03,Business,Availability,7,0.83
5bfb13cd-1ae5-4ab3-8564-0e790aab1bb1,2026-03-23,2026-03,Couple,Economy,21,-0.18
c10f40c5-210b-4e79-9d36-f41844238f42,2026-03-18,2026-03,Large Family,Economy,14,-0.58
5d5827ea-d045-4a3e-bc81-c26181a92190,2026-03-20,2026-03,Family,Budget,13,-0.13
95eca7c4-c681-4064-b3a4-de126bf96098,2026-03-07,2026-03,Family,Financing,15,0.81
a10cda40-d277-412f-91cf-b49f8ea58228,2026-03-28,2026-03,Couple,Availability,21,-0.32
36458574-f9fa-4e2c-b5d3-29d393b6f7ba,2026-03-20,2026-03,Student,Availability,39,-0.15
0d3b84e9-4232-4e60-86a3-94e344a3c592,2026-03-03,2026-03,Business,Availability,27,0.85
df359bec-019d-4b13-a25f-554db4c2db0e,2026-03-05,2026-03,Student,Financing,14,-0.69
5da303ab-9367-4e41-8b22-e6cf957576f0,2026-03-27,2026-03,Business,Financing,39,-0.85
c0e1c0f2-487c-4c24-bb86-ee4e61db628f,2026-03-07,2026-03,Couple,Financing,31,-0.15
0cf0200b-8183-4330-a2e7-d70ca681c786,2026-03-21,2026-03,Couple,Right Vehicle,30,0.03
cb629ba1-5f0a-434b-b18e-fc9338241c36,2026-03-06,2026-03,Student,Budget,31,0.09
aed01c34-6627-4b53-a165-10a5dee2df2a,2026-03-22,2026-03,Couple,Budget,38,0.81
8784229c-6c93-4004-80a3-421154f64679,2026-03-20,2026-03,Student,Budget,26,-0.98
6eaa3a31-fb44-48ae-b925-64ac64033d65,2026-03-06,2026-03,Family,Economy,18,0.67
5f2a7fce-b964-46ab-ae8c-a01a83fe927b,2026-03-15,2026-03,Low Income,Financing,23,-0.0
f940df1b-313f-444b-9f13-d7dda9fdefc3,2026-03-05,2026-03,Large Family,Availability,23,-0.41
fa82795e-7de4-4434-85cf-724c149a1d6c,2026-03-16,2026-03,Family,Availability,27,-0.17
cfe983f2-bc08-4634-b42d-127081a8c474,2026-03-23,2026-03,Family,Right Vehicle,19,0.26
815a1c98-35a1-460e-a171-6fb6d842d867,2026-03-20,2026-03,Low Income,Right Vehicle,20,0.51
ca513d4f-dc2a-46d2-bfee-e3bf38b7f10a,2026-03-13,2026-03,Low Income,Financing,2,0.39
46fcc273-8c4b-4864-b787-7d6f4b6256c6,2026-03-06,2026-03,Couple,Economy,36,-0.11
1c95adc8-8aed-4c0e-9648-e9973724bb64,2026-03-10,2026-03,Low Income,Right Vehicle,13,-0.55
262c3dc8-1f3e-457c-a283-ff1130141dd1,2026-03-30,2026-03,Couple,Budget,6,-0.85
37dc9426-1abe-40c7-b3eb-3cad969868d6,2026-03-06,2026-03,Low Income,Right Vehicle,15,-0.92
44472e26-c572-4284-a09d-bcbb106844d0,2026-03-06,2026-03,Low Income,Right Vehicle,7,-0.92
318124fe-6ae0-4a9d-9bcf-0f4932f51ce7,2026-03-13,2026-03,Couple,Financing,17,-0.2
9ac0e753-2433-42c9-90f4-bfddd0f8e73d,2026-03-25,2026-03,Family,Right Vehicle,23,-0.43
ed5025bd-7de3-46b7-b78b-864f064dd70c,2026-03-17,2026-03,Large Family,Financing,21,-0.18
ec0b4565-7325-4661-898d-566ed382e9cb,2026-03-28,2026-03,Student,Right Vehicle,35,-0.35
17ec3b50-4ebc-4941-a3c0-8cc692531538,2026-03-24,2026-03,Large Family,Economy,23,0.24
714979b0-a833-4910-87e5-39d9af23f60c,2026-03-09,2026-03,Business,Economy,29,0.65
bb17c968-1441-4eda-a4f4-bd7801d458b2,2026-03-14,2026-03,Large Family,Right Vehicle,14,0.2
d9f6343d-612b-463d-aa97-709351dc8719,2026-03-19,2026-03,Student,Financing,8,-0.45
0076c341-fbb9-477e-909e-247a7edd0f71,2026-03-01,2026-03,Student,Financing,27,-0.16
d58fd4c3-bad4-489d-bb44-b55c6e0e07cc,2026-03-25,2026-03,Family,Financing,34,-0.28
d05288a7-bd36-4488-93d3-3051b51682d9,2026-03-12,2026-03,Large Family,Economy,10,-0.78
8bd16914-b64f-4301-a6d2-40968e4cf2cc,2026-03-16,2026-03,Couple,Economy,3,-0.42
b459beb8-944c-4419-b64a-41b092b15517,2026-03-14,2026-03,Family,Availability,29,-0.54
4bbd17d2-3df7-41ef-bd72-390fb81114f9,2026-03-09,2026-03,Low Income,Economy,18,0.79
ea00fbf6-8541-4055-84b2-c9edeeda2e11,2026-03-19,2026-03,Low Income,Economy,28,-0.16
0656a606-4980-4d28-84ef-2dd54f26196e,2026-03-05,2026-03,Couple,Right Vehicle,24,0.35
77d2f761-b838-4a17-a436-56ace3c2c232,2026-03-20,2026-03,Family,Availability,16,-0.09
eb1ff694-edfe-4ead-8539-90852d576d46,2026-03-15,2026-03,Business,Availability,26,0.81
776362f0-ea45-400a-8f58-4503a043caa2,2026-03-08,2026-03,Low Income,Financing,40,-0.91
c4d9dcd4-602d-4004-a98f-b092d4081f27,2026-03-17,2026-03,Family,Economy,3,-0.89
4b2ba87e-1684-4de3-a776-338550c042bb,2026-03-02,2026-03,Large Family,Financing,7,-0.76
639c5a07-6678-4453-9cb6-7ef0919faa18,2026-03-01,2026-03,Family,Availability,20,0.07
0120fff7-b9f5-4f29-9bad-ef71587dfa12,2026-03-23,2026-03,Low Income,Financing,16,0.79
a53a1efd-be62-43a4-8a30-d3b40f7887df,2026-03-08,2026-03,Couple,Right Vehicle,37,-0.22
2f31f73a-1eaa-4ac7-bae9-1e3c3ff48532,2026-03-07,2026-03,Family,Budget,12,-0.19
ac2f8257-0cbc-4758-98bb-fcc497ed5458,2026-03-18,2026-03,Couple,Right Vehicle,30,0.23
d44c449f-b016-4a21-9812-00176bc62989,2026-03-13,2026-03,Large Family,Economy,11,-0.57
c65a182a-c38a-43d3-b5dc-f20867d7930f,2026-03-24,2026-03,Couple,Availability,24,0.38
3cd6d9fb-ef8f-405c-9183-21f55480d79a,2026-03-24,2026-03,Large Family,Financing,13,0.11
b37a3f6b-dde9-4026-93da-4c874b866a58,2026-03-24,2026-03,Business,Right Vehicle,38,0.93
55cba9d0-6b62-4a30-ac35-339c868841e7,2026-03-18,2026-03,Family,Economy,3,-0.74
82ff322c-1c5d-4b3f-861b-555ae3a4456e,2026-03-18,2026-03,Large Family,Budget,14,-0.7
69e8f4c2-42d5-4823-beac-5fa5792af8d8,2026-03-29,2026-03,Large Family,Budget,33,0.17
5a175b32-553b-457b-b0fc-377a79d56bfc,2026-03-10,2026-03,Couple,Right Vehicle,22,0.38
f257452f-3078-453e-a408-80b03e50bc48,2026-03-05,2026-03,Couple,Right Vehicle,28,-0.54
4964d9f1-cf42-48d6-8e70-012d1e4cf510,2026-03-28,2026-03,Student,Availability,22,0.09
0b4b1c95-5cde-4b38-85a9-fc9cef2cd12b,2026-03-31,2026-03,Family,Financing,2,-0.86
2c40e9f1-90a9-40b1-9c25-109f111e5923,2026-03-23,2026-03,Family,Economy,12,0.89
a13a2489-1e1c-4d1e-aa40-dd50820893ec,2026-03-18,2026-03,Student,Financing,4,0.19
d054c085-e2c6-44a1-9eb1-b82ca0ac5dde,2026-03-23,2026-03,Business,Availability,37,-0.26
5e07300c-d4eb-4a22-82ab-bf91992ce640,2026-03-24,2026-03,Family,Economy,27,0.1
7fc63000-10bb-4a27-b973-f28cc27fe243,2026-03-27,2026-03,Large Family,Economy,16,-0.28
700c2412-7e8b-4513-adb7-9432462bedd9,2026-03-12,2026-03,Family,Financing,15,0.96
b6361fab-35de-4a24-a6db-e59eaa361665,2026-03-05,2026-03,Family,Availability,35,-0.72
088eb6ff-602f-42d4-a174-462496e5f9fb,2026-03-26,2026-03,Family,Financing,12,0.61
715acad1-8ecf-4df5-96ad-60e6942b122c,2026-03-14,2026-03,Business,Availability,4,0.19
089e0bf2-b1d8-4602-ad47-5c36ca6e5ef3,2026-03-25,2026-03,Student,Right Vehicle,16,-0.15
1bf571c7-ed3f-4b92-bfe3-d294e0f68464,2026-03-29,2026-03,Large Family,Availability,26,-0.38
409fedfc-449f-4b92-a7ec-066eea11126b,2026-03-14,2026-03,Large Family,Budget,28,-0.24
3e600579-974d-4737-8981-1f521404efae,2026-03-14,2026-03,Business,Right Vehicle,40,0.38
c147c690-255c-48d7-9d33-f3020824ee5c,2026-03-26,2026-03,Large Family,Budget,10,0.8
dbd76479-a790-4aa2-b37c-828c6041b06b,2026-03-16,2026-03,Family,Availability,33,-0.98
1f961bb0-8bc2-4858-8029-e535f93fb69b,2026-03-07,2026-03,Low Income,Budget,40,-0.88
91ff2745-73ff-4c50-af7a-e5c9fdb71025,2026-03-01,2026-03,Business,Budget,11,0.02
d2de8df0-d039-4045-a1d7-54bfe3d08526,2026-03-23,2026-03,Family,Financing,5,-0.31
f5581165-c0e2-4c68-b685-27b607a9bfb8,2026-03-14,2026-03,Student,Availability,21,0.67
67940ac7-34df-4134-a3f0-4042f2b26f37,2026-03-02,2026-03,Student,Right Vehicle,40,0.84
9b1a3e18-7de0-437a-9b6c-1e41a6b25795,2026-03-28,2026-03,Couple,Financing,29,-0.8
fc2d3be9-be7f-4e53-bc9e-e4fabf8f73cd,2026-03-15,2026-03,Student,Economy,14,0.29
ba48b614-ffde-47f5-92fa-0d950c83437e,2026-03-15,2026-03,Business,Financing,2,0.99
7303cfb8-54a5-4afc-bb73-dade1dd71ae0,2026-03-01,2026-03,Student,Budget,36,0.41
43434bde-485e-4a51-a979-84a7a5f99ca1,2026-03-21,2026-03,Business,Economy,27,-0.48
6b10e706-87b7-4663-9635-283801c3ecdb,2026-03-23,2026-03,Business,Financing,21,-0.57
326c2a24-7def-478a-b0bd-227e588f3496,2026-03-05,2026-03,Couple,Budget,31,0.02
4b611dd3-6e66-47cc-adaf-492f27eadaf0,2026-03-13,2026-03,Large Family,Budget,26,-0.15
1725a6fd-502e-48e4-894c-e134c87de28d,2026-03-31,2026-03,Business,Economy,2,-0.4
55982d70-cfb5-48c4-aa38-90266423dc68,2026-03-15,2026-03,Business,Economy,6,0.98
12a08604-d537-42b8-a3e8-ca8bceb7128e,2026-03-12,2026-03,Family,Economy,19,0.41
ca79ff9f-f650-45d0-a76a-1a86b60a2304,2026-03-11,2026-03,Couple,Financing,36,0.48
30f2c8af-cda8-491c-91c6-39687ff35753,2026-03-23,2026-03,Large Family,Financing,26,0.18
13698e55-09d3-4414-8a33-54a416148b9e,2026-03-20,2026-03,Family,Financing,21,-0.5
fde71b96-be89-482a-9d0e-9b0071510a67,2026-03-15,2026-03,Family,Economy,21,-0.31
afe987e7-4788-4d32-bd46-0380a7363525,2026-03-06,2026-03,Business,Budget,27,0.65
511c978e-5280-4a12-9e3b-7be033989c82,2026-03-17,2026-03,Student,Economy,39,-0.61
d2836590-b4ec-4815-b88e-dd6beaa086d6,2026-03-06,2026-03,Business,Financing,19,0.03
eaa2b197-cb9a-4909-95ce-f8976c3af6a2,2026-03-03,2026-03,Student,Financing,22,-0.39
900a1a9b-6d3c-4c63-911c-635042e02d0c,2026-03-06,2026-03,Business,Availability,33,0.78
24a09507-9424-4563-b676-68e62fa12a61,2026-03-08,2026-03,Large Family,Financing,17,-0.39
6f71b2af-284d-499c-b196-01e2f538f4d9,2026-03-26,2026-03,Family,Availability,9,-0.84
afe019f6-7645-468d-8d2e-843e01b13c08,2026-03-20,2026-03,Couple,Financing,10,0.62
a9b8e5b9-6b5b-47a8-bffe-219f6d4c1a8f,2026-03-05,2026-03,Low Income,Right Vehicle,38,0.72
0b668eed-99c8-4005-8bc0-ad34545a0aac,2026-03-02,2026-03,Business,Availability,5,-0.49
995e6c5d-5b66-4b3b-b782-dd05702f7583,2026-03-30,2026-03,Student,Right Vehicle,14,-0.19
56a26184-c04f-4b5b-bf39-05e4982a530f,2026-03-31,2026-03,Business,Financing,33,0.96
6a3420f2-c842-4fc8-94da-bc787491d9c2,2026-03-03,2026-03,Low Income,Financing,10,0.6
f528b08d-654d-4b2a-86d0-7b364951f6f2,2026-03-04,2026-03,Student,Right Vehicle,36,-0.86
daa24028-34aa-452c-8409-c356f129d1a0,2026-03-30,2026-03,Large Family,Economy,12,0.49
cf1138da-79c6-4b5f-84e0-3898cc6dfd1d,2026-03-14,2026-03,Large Family,Availability,3,-0.21
2314702b-411d-4c85-b083-1686d5a2b05f,2026-03-11,2026-03,Student,Budget,9,-0.82
310a00bb-b40d-404e-89dd-ac35ffb71d64,2026-03-27,2026-03,Couple,Economy,20,-0.15
fcd41cd9-6bf4-4f28-980c-5ad6a837bacf,2026-03-15,2026-03,Couple,Financing,21,0.9
4cb3d573-79fc-4c48-95cc-e1b0ee92c7dc,2026-03-30,2026-03,Student,Financing,18,0.36
8500f2e6-f74e-4f2b-8d5b-24b52f25e84b,2026-03-22,2026-03,Low Income,Right Vehicle,6,-0.65
d9f16368-540d-444b-87a1-8642fd463f49,2026-03-19,2026-03,Business,Budget,40,-0.69
9debc1f9-b395-418d-907c-9acaa474efca,2026-03-22,2026-03,Large Family,Availability,14,-0.51
eda56bf1-bd84-4a21-b1d4-ea71a1443c56,2026-03-14,2026-03,Business,Economy,11,0.12
e2466e0b-6f71-4269-914b-25778ae845c9,2026-03-08,2026-03,Student,Right Vehicle,21,-0.29
2f776b2d-7717-466b-b534-87add5540944,2026-03-31,2026-03,Student,Availability,37,-0.61
e467ee40-f15f-4dcb-bf01-6dd1c8e09ef3,2026-03-31,2026-03,Low Income,Availability,27,0.42
b7970e4b-d518-4ddc-ae53-379158b94137,2026-03-10,2026-03,Couple,Budget,31,0.84
fe6853be-8813-4b99-b19a-32c6af59ae73,2026-03-14,2026-03,Family,Financing,33,0.9
7d147718-4939-4f32-98be-ba774f112930,2026-03-17,2026-03,Large Family,Economy,33,0.09
0c133ded-2d8f-4277-907a-971eb4fd10d5,2026-03-05,2026-03,Business,Availability,10,0.81
